"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"kotlin_benchmarks.array.read.Inline64byte.Val_as_Ref_to_Val_read","avgt",1,15,2.337239,0.298757,"ns/op",100
"kotlin_benchmarks.array.read.Inline64byte.Val_as_Ref_to_Val_read","avgt",1,15,2.362588,0.125158,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline64byte.Val_as_Val_to_Int_read","avgt",1,15,2.365668,0.126716,"ns/op",100
"kotlin_benchmarks.array.read.Inline64byte.Val_as_Val_to_Int_read","avgt",1,15,2.619310,0.118322,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline64byte.Val_as_Val_to_Ref_read","avgt",1,15,2.502910,0.188682,"ns/op",100
"kotlin_benchmarks.array.read.Inline64byte.Val_as_Val_to_Ref_read","avgt",1,15,2.591880,0.172486,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline64byte.Val_as_Val_to_Val_read","avgt",1,15,2.684012,0.379118,"ns/op",100
"kotlin_benchmarks.array.read.Inline64byte.Val_as_Val_to_Val_read","avgt",1,15,2.508969,0.200776,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline64int.Val_as_Int_to_Int_read","avgt",1,15,2.309985,0.215739,"ns/op",100
"kotlin_benchmarks.array.read.Inline64int.Val_as_Int_to_Int_read","avgt",1,15,2.332662,0.264819,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline64int.Val_as_Ref_to_Int_read","avgt",1,15,2.410086,0.131253,"ns/op",100
"kotlin_benchmarks.array.read.Inline64int.Val_as_Ref_to_Int_read","avgt",1,15,2.527742,0.227119,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline64int.Val_as_Ref_to_Ref_read","avgt",1,15,2.438766,0.335259,"ns/op",100
"kotlin_benchmarks.array.read.Inline64int.Val_as_Ref_to_Ref_read","avgt",1,15,2.521485,0.132706,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline64int.Val_as_Ref_to_Val_read","avgt",1,15,2.665664,0.233023,"ns/op",100
"kotlin_benchmarks.array.read.Inline64int.Val_as_Ref_to_Val_read","avgt",1,15,2.410651,0.145138,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline64int.Val_as_Val_to_Int_read","avgt",1,15,2.577932,0.073522,"ns/op",100
"kotlin_benchmarks.array.read.Inline64int.Val_as_Val_to_Int_read","avgt",1,15,2.617420,0.331737,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline64int.Val_as_Val_to_Ref_read","avgt",1,15,2.471899,0.207863,"ns/op",100
"kotlin_benchmarks.array.read.Inline64int.Val_as_Val_to_Ref_read","avgt",1,15,2.506100,0.158009,"ns/op",1000000
"kotlin_benchmarks.array.read.Inline64int.Val_as_Val_to_Val_read","avgt",1,15,2.563543,0.296971,"ns/op",100
"kotlin_benchmarks.array.read.Inline64int.Val_as_Val_to_Val_read","avgt",1,15,2.594957,0.264417,"ns/op",1000000
"kotlin_benchmarks.array.read.Primitive128int.p128int_read","avgt",1,15,4.139867,0.165794,"ns/op",100
"kotlin_benchmarks.array.read.Primitive128int.p128int_read","avgt",1,15,4.215516,0.335954,"ns/op",1000000
"kotlin_benchmarks.array.read.Primitive32int.p32int_read","avgt",1,15,1.566157,0.163226,"ns/op",100
"kotlin_benchmarks.array.read.Primitive32int.p32int_read","avgt",1,15,1.722418,0.263899,"ns/op",1000000
"kotlin_benchmarks.array.read.Primitive64byte.p64byte_read","avgt",1,15,7.008433,0.665225,"ns/op",100
"kotlin_benchmarks.array.read.Primitive64byte.p64byte_read","avgt",1,15,7.611871,1.039032,"ns/op",1000000
"kotlin_benchmarks.array.read.Primitive64int.read","avgt",1,15,2.903537,0.606304,"ns/op",100
"kotlin_benchmarks.array.read.Primitive64int.read","avgt",1,15,2.788783,0.176029,"ns/op",1000000
"kotlin_benchmarks.array.read.Primitive64long.p64long_read","avgt",1,15,1.665795,0.350101,"ns/op",100
"kotlin_benchmarks.array.read.Primitive64long.p64long_read","avgt",1,15,1.638990,0.218125,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline128int.New_to_Ref_as_Ref_set","avgt",1,15,2391.913624,166.812599,"ns/op",100
"kotlin_benchmarks.array.set.Inline128int.New_to_Ref_as_Ref_set","avgt",1,15,25825481.204631,8700306.624517,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline128int.New_to_Val_as_Val_set","avgt",1,15,2498.909241,128.964364,"ns/op",100
"kotlin_benchmarks.array.set.Inline128int.New_to_Val_as_Val_set","avgt",1,15,24604284.787565,5090273.112074,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline128int.Ref_to_Ref_as_Ref_set","avgt",1,15,2594.474365,422.650127,"ns/op",100
"kotlin_benchmarks.array.set.Inline128int.Ref_to_Ref_as_Ref_set","avgt",1,15,26441037.682118,6397921.657197,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline128int.Ref_to_Val_as_Val_set","avgt",1,15,2589.322104,293.356095,"ns/op",100
"kotlin_benchmarks.array.set.Inline128int.Ref_to_Val_as_Val_set","avgt",1,15,23964790.079127,3697415.250949,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline128int.Val_to_Ref_as_Ref_set","avgt",1,15,2622.371202,453.545823,"ns/op",100
"kotlin_benchmarks.array.set.Inline128int.Val_to_Ref_as_Ref_set","avgt",1,15,22550383.294433,4381361.545879,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline128int.Val_to_Val_as_Val_set","avgt",1,15,2469.762658,210.099280,"ns/op",100
"kotlin_benchmarks.array.set.Inline128int.Val_to_Val_as_Val_set","avgt",1,15,22624136.070027,4105292.881755,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline32int.New_to_Ref_as_Ref_set","avgt",1,15,627.675709,56.617159,"ns/op",100
"kotlin_benchmarks.array.set.Inline32int.New_to_Ref_as_Ref_set","avgt",1,15,6606488.886300,1060062.356266,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline32int.New_to_Val_as_Val_set","avgt",1,15,611.046392,101.086862,"ns/op",100
"kotlin_benchmarks.array.set.Inline32int.New_to_Val_as_Val_set","avgt",1,15,7058008.943296,1682972.666544,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline32int.Ref_to_Ref_as_Ref_set","avgt",1,15,597.764175,75.640219,"ns/op",100
"kotlin_benchmarks.array.set.Inline32int.Ref_to_Ref_as_Ref_set","avgt",1,15,6489823.076714,798766.637468,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline32int.Ref_to_Val_as_Val_set","avgt",1,15,607.378038,54.012335,"ns/op",100
"kotlin_benchmarks.array.set.Inline32int.Ref_to_Val_as_Val_set","avgt",1,15,6502446.885349,857244.656537,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline32int.Val_to_Ref_as_Ref_set","avgt",1,15,626.390263,62.293567,"ns/op",100
"kotlin_benchmarks.array.set.Inline32int.Val_to_Ref_as_Ref_set","avgt",1,15,6445151.396051,1497432.850836,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline32int.Val_to_Val_as_Val_set","avgt",1,15,636.655396,79.230248,"ns/op",100
"kotlin_benchmarks.array.set.Inline32int.Val_to_Val_as_Val_set","avgt",1,15,6785059.541653,1078226.203042,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline64byte.New_to_Ref_as_Ref_set","avgt",1,15,1557.971683,851.729915,"ns/op",100
"kotlin_benchmarks.array.set.Inline64byte.New_to_Ref_as_Ref_set","avgt",1,15,3944142.695054,282104.518577,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline64byte.New_to_Val_as_Val_set","avgt",1,15,570.983357,7.651791,"ns/op",100
"kotlin_benchmarks.array.set.Inline64byte.New_to_Val_as_Val_set","avgt",1,15,3865413.307378,87623.868341,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline64byte.Ref_to_Ref_as_Ref_set","avgt",1,15,574.296842,4.821017,"ns/op",100
"kotlin_benchmarks.array.set.Inline64byte.Ref_to_Ref_as_Ref_set","avgt",1,15,3861353.884826,87597.597639,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline64byte.Ref_to_Val_as_Val_set","avgt",1,15,595.055954,69.655384,"ns/op",100
"kotlin_benchmarks.array.set.Inline64byte.Ref_to_Val_as_Val_set","avgt",1,15,3914112.064675,261451.369805,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline64byte.Val_to_Ref_as_Ref_set","avgt",1,15,575.395719,8.995793,"ns/op",100
"kotlin_benchmarks.array.set.Inline64byte.Val_to_Ref_as_Ref_set","avgt",1,15,3839652.595358,62247.276405,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline64byte.Val_to_Val_as_Val_set","avgt",1,15,572.765963,4.624901,"ns/op",100
"kotlin_benchmarks.array.set.Inline64byte.Val_to_Val_as_Val_set","avgt",1,15,3812540.287327,88231.572762,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline64int.New_to_Ref_as_Ref_set","avgt",1,15,308.568809,3.530343,"ns/op",100
"kotlin_benchmarks.array.set.Inline64int.New_to_Ref_as_Ref_set","avgt",1,15,3131532.238968,22078.582877,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline64int.New_to_Val_as_Val_set","avgt",1,15,308.288068,2.708157,"ns/op",100
"kotlin_benchmarks.array.set.Inline64int.New_to_Val_as_Val_set","avgt",1,15,3136845.824984,45680.174914,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline64int.Ref_to_Ref_as_Ref_set","avgt",1,15,304.019039,2.235968,"ns/op",100
"kotlin_benchmarks.array.set.Inline64int.Ref_to_Ref_as_Ref_set","avgt",1,15,3145623.117580,55549.917229,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline64int.Ref_to_Val_as_Val_set","avgt",1,15,310.554419,2.756409,"ns/op",100
"kotlin_benchmarks.array.set.Inline64int.Ref_to_Val_as_Val_set","avgt",1,15,3149543.880289,75188.915695,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline64int.Val_to_Ref_as_Ref_set","avgt",1,15,311.509487,3.542020,"ns/op",100
"kotlin_benchmarks.array.set.Inline64int.Val_to_Ref_as_Ref_set","avgt",1,15,3161724.187533,65649.343257,"ns/op",1000000
"kotlin_benchmarks.array.set.Inline64int.Val_to_Val_as_Val_set","avgt",1,15,312.186735,4.354348,"ns/op",100
"kotlin_benchmarks.array.set.Inline64int.Val_to_Val_as_Val_set","avgt",1,15,3142508.645583,89766.933441,"ns/op",1000000
"kotlin_benchmarks.array.set.Primitive32.set","avgt",1,15,14.967022,0.104556,"ns/op",100
"kotlin_benchmarks.array.set.Primitive32.set","avgt",1,15,147948.416632,462.371317,"ns/op",1000000
"kotlin_benchmarks.array.set.Primitive64.set0","avgt",1,15,14.709305,0.033870,"ns/op",100
"kotlin_benchmarks.array.set.Primitive64.set0","avgt",1,15,161849.124539,1571.095044,"ns/op",1000000
"kotlin_benchmarks.array.set.Primitive64.set1","avgt",1,15,14.642278,0.037823,"ns/op",100
"kotlin_benchmarks.array.set.Primitive64.set1","avgt",1,15,160203.638481,725.837151,"ns/op",1000000
"kotlin_benchmarks.array.sum.IdentityOpt.Int_as_Int_sum","avgt",1,15,58.140414,0.355268,"ns/op",100
"kotlin_benchmarks.array.sum.IdentityOpt.Int_as_Int_sum","avgt",1,15,794518.499372,69330.391023,"ns/op",1000000
"kotlin_benchmarks.array.sum.IdentityOpt.Ref_as_Ref_fields","avgt",1,15,51.961319,0.339991,"ns/op",100
"kotlin_benchmarks.array.sum.IdentityOpt.Ref_as_Ref_fields","avgt",1,15,788342.495682,56424.241871,"ns/op",1000000
"kotlin_benchmarks.array.sum.IdentityOpt.Ref_as_Ref_sum","avgt",1,15,51.919006,0.899919,"ns/op",100
"kotlin_benchmarks.array.sum.IdentityOpt.Ref_as_Ref_sum","avgt",1,15,810914.594633,103353.916331,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline128int.Int_as_Int_sum","avgt",1,15,287.484642,3.120542,"ns/op",100
"kotlin_benchmarks.array.sum.Inline128int.Int_as_Int_sum","avgt",1,15,3318326.416803,44987.038464,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline128int.Ref_as_Int_sum","avgt",1,15,269.145299,2.038858,"ns/op",100
"kotlin_benchmarks.array.sum.Inline128int.Ref_as_Int_sum","avgt",1,15,3184702.439367,28393.078649,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline128int.Ref_as_Ref_fields","avgt",1,15,143.415871,1.012147,"ns/op",100
"kotlin_benchmarks.array.sum.Inline128int.Ref_as_Ref_fields","avgt",1,15,2516395.818986,40959.627100,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline128int.Ref_as_Ref_sum","avgt",1,15,261.050961,1.044867,"ns/op",100
"kotlin_benchmarks.array.sum.Inline128int.Ref_as_Ref_sum","avgt",1,15,3058226.347384,79044.194327,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline128int.Val_as_Int_sum","avgt",1,15,261.081100,1.438795,"ns/op",100
"kotlin_benchmarks.array.sum.Inline128int.Val_as_Int_sum","avgt",1,15,3010530.942722,18859.541889,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline128int.Val_as_Ref_fields","avgt",1,15,144.875766,1.883770,"ns/op",100
"kotlin_benchmarks.array.sum.Inline128int.Val_as_Ref_fields","avgt",1,15,2461733.893820,18342.705139,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline128int.Val_as_Ref_sum","avgt",1,15,258.611194,1.673937,"ns/op",100
"kotlin_benchmarks.array.sum.Inline128int.Val_as_Ref_sum","avgt",1,15,3011976.013226,26896.188154,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline128int.Val_as_Val_fields","avgt",1,15,141.940903,0.372814,"ns/op",100
"kotlin_benchmarks.array.sum.Inline128int.Val_as_Val_fields","avgt",1,15,2469324.132947,11722.532311,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline128int.Val_as_Val_sum","avgt",1,15,255.804234,0.829524,"ns/op",100
"kotlin_benchmarks.array.sum.Inline128int.Val_as_Val_sum","avgt",1,15,2989274.611945,24546.711733,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline32int.Int_as_Int_sum","avgt",1,15,39.588814,0.114474,"ns/op",100
"kotlin_benchmarks.array.sum.Inline32int.Int_as_Int_sum","avgt",1,15,429175.912775,3021.400406,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline32int.Ref_as_Ref_fields","avgt",1,15,25.710864,0.114202,"ns/op",100
"kotlin_benchmarks.array.sum.Inline32int.Ref_as_Ref_fields","avgt",1,15,348586.181103,8295.922084,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline32int.Ref_as_Ref_sum","avgt",1,15,25.888566,0.360443,"ns/op",100
"kotlin_benchmarks.array.sum.Inline32int.Ref_as_Ref_sum","avgt",1,15,353582.975656,23188.169299,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline32int.Val_as_Int_sum","avgt",1,15,26.890399,0.639214,"ns/op",100
"kotlin_benchmarks.array.sum.Inline32int.Val_as_Int_sum","avgt",1,15,367661.879076,16757.474355,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline32int.Val_as_Ref_fields","avgt",1,15,26.857254,0.297502,"ns/op",100
"kotlin_benchmarks.array.sum.Inline32int.Val_as_Ref_fields","avgt",1,15,377603.022272,15995.885053,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline32int.Val_as_Ref_sum","avgt",1,15,26.851571,0.374656,"ns/op",100
"kotlin_benchmarks.array.sum.Inline32int.Val_as_Ref_sum","avgt",1,15,360643.466413,14826.463133,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline32int.Val_as_Val_fields","avgt",1,15,26.760971,0.189163,"ns/op",100
"kotlin_benchmarks.array.sum.Inline32int.Val_as_Val_fields","avgt",1,15,371315.858691,19421.163336,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline32int.Val_as_Val_sum","avgt",1,15,26.774457,0.217288,"ns/op",100
"kotlin_benchmarks.array.sum.Inline32int.Val_as_Val_sum","avgt",1,15,366060.126603,8944.572937,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline64byte.Int_as_Int_sum","avgt",1,15,184.037422,1.638714,"ns/op",100
"kotlin_benchmarks.array.sum.Inline64byte.Int_as_Int_sum","avgt",1,15,1878528.588224,139127.523936,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline64byte.Ref_as_Ref_fields","avgt",1,15,267.874276,2.011555,"ns/op",100
"kotlin_benchmarks.array.sum.Inline64byte.Ref_as_Ref_fields","avgt",1,15,2907863.887508,30116.512360,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline64byte.Ref_as_Ref_sum","avgt",1,15,195.977638,1.311444,"ns/op",100
"kotlin_benchmarks.array.sum.Inline64byte.Ref_as_Ref_sum","avgt",1,15,1852286.363132,49525.332106,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline64byte.Val_as_Int_sum","avgt",1,15,170.571496,1.141854,"ns/op",100
"kotlin_benchmarks.array.sum.Inline64byte.Val_as_Int_sum","avgt",1,15,1807380.044314,51359.740758,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline64byte.Val_as_Ref_fields","avgt",1,15,267.631196,1.593809,"ns/op",100
"kotlin_benchmarks.array.sum.Inline64byte.Val_as_Ref_fields","avgt",1,15,2907628.538738,21315.528788,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline64byte.Val_as_Ref_sum","avgt",1,15,196.882875,5.010971,"ns/op",100
"kotlin_benchmarks.array.sum.Inline64byte.Val_as_Ref_sum","avgt",1,15,1995454.962519,216411.744806,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline64byte.Val_as_Val_fields","avgt",1,15,585.641861,48.725224,"ns/op",100
"kotlin_benchmarks.array.sum.Inline64byte.Val_as_Val_fields","avgt",1,15,3353137.756679,983101.467754,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline64byte.Val_as_Val_sum","avgt",1,15,195.864001,1.373862,"ns/op",100
"kotlin_benchmarks.array.sum.Inline64byte.Val_as_Val_sum","avgt",1,15,1850564.477086,27170.420161,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline64int.Int_as_Int_sum","avgt",1,15,96.433880,1.317621,"ns/op",100
"kotlin_benchmarks.array.sum.Inline64int.Int_as_Int_sum","avgt",1,15,1338707.989049,47463.230899,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline64int.Ref_as_Int_sum","avgt",1,15,79.881882,0.630696,"ns/op",100
"kotlin_benchmarks.array.sum.Inline64int.Ref_as_Int_sum","avgt",1,15,1269105.084253,71115.113115,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline64int.Ref_as_Ref_fields","avgt",1,15,63.086554,4.720569,"ns/op",100
"kotlin_benchmarks.array.sum.Inline64int.Ref_as_Ref_fields","avgt",1,15,1236996.715058,47505.414530,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline64int.Ref_as_Ref_sum","avgt",1,15,137.619422,45.030722,"ns/op",100
"kotlin_benchmarks.array.sum.Inline64int.Ref_as_Ref_sum","avgt",1,15,1530569.123369,379047.170155,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline64int.Val_as_Int_sum","avgt",1,15,80.273395,1.567218,"ns/op",100
"kotlin_benchmarks.array.sum.Inline64int.Val_as_Int_sum","avgt",1,15,1294971.096311,41845.411008,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline64int.Val_as_Ref_fields","avgt",1,15,60.221105,0.340378,"ns/op",100
"kotlin_benchmarks.array.sum.Inline64int.Val_as_Ref_fields","avgt",1,15,1228044.088498,64238.085672,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline64int.Val_as_Ref_sum","avgt",1,15,79.879182,0.859950,"ns/op",100
"kotlin_benchmarks.array.sum.Inline64int.Val_as_Ref_sum","avgt",1,15,1253649.958269,48067.718321,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline64int.Val_as_Val_fields","avgt",1,15,60.214168,0.372696,"ns/op",100
"kotlin_benchmarks.array.sum.Inline64int.Val_as_Val_fields","avgt",1,15,1709984.323684,349003.920281,"ns/op",1000000
"kotlin_benchmarks.array.sum.Inline64int.Val_as_Val_sum","avgt",1,15,108.691056,44.848252,"ns/op",100
"kotlin_benchmarks.array.sum.Inline64int.Val_as_Val_sum","avgt",1,15,1271099.714491,35329.786761,"ns/op",1000000
"kotlin_benchmarks.array.sum.InlineOpt.Int_as_Int_sum","avgt",1,15,61.331662,2.782820,"ns/op",100
"kotlin_benchmarks.array.sum.InlineOpt.Int_as_Int_sum","avgt",1,15,794182.669452,25372.432901,"ns/op",1000000
"kotlin_benchmarks.array.sum.InlineOpt.Ref_as_Ref_fields","avgt",1,15,51.949542,0.265292,"ns/op",100
"kotlin_benchmarks.array.sum.InlineOpt.Ref_as_Ref_fields","avgt",1,15,754096.283850,34028.264129,"ns/op",1000000
"kotlin_benchmarks.array.sum.InlineOpt.Ref_as_Ref_sum","avgt",1,15,52.012284,0.403975,"ns/op",100
"kotlin_benchmarks.array.sum.InlineOpt.Ref_as_Ref_sum","avgt",1,15,732366.957602,35994.254243,"ns/op",1000000
"kotlin_benchmarks.array.sum.InlineOpt.Val_as_Int_sum","avgt",1,15,52.436633,2.038745,"ns/op",100
"kotlin_benchmarks.array.sum.InlineOpt.Val_as_Int_sum","avgt",1,15,753450.888425,39248.800685,"ns/op",1000000
"kotlin_benchmarks.array.sum.InlineOpt.Val_as_Ref_fields","avgt",1,15,52.035295,0.545838,"ns/op",100
"kotlin_benchmarks.array.sum.InlineOpt.Val_as_Ref_fields","avgt",1,15,774690.788128,36790.773236,"ns/op",1000000
"kotlin_benchmarks.array.sum.InlineOpt.Val_as_Ref_sum","avgt",1,15,52.105821,0.399891,"ns/op",100
"kotlin_benchmarks.array.sum.InlineOpt.Val_as_Ref_sum","avgt",1,15,752139.244584,38747.251866,"ns/op",1000000
"kotlin_benchmarks.array.sum.InlineOpt.Val_as_Val_fields","avgt",1,15,52.120704,0.468738,"ns/op",100
"kotlin_benchmarks.array.sum.InlineOpt.Val_as_Val_fields","avgt",1,15,743723.533015,38179.166901,"ns/op",1000000
"kotlin_benchmarks.array.sum.InlineOpt.Val_as_Val_sum","avgt",1,15,52.013232,0.384798,"ns/op",100
"kotlin_benchmarks.array.sum.InlineOpt.Val_as_Val_sum","avgt",1,15,765206.961948,55261.603242,"ns/op",1000000
"kotlin_benchmarks.array.sum.Primitive128int.sum","avgt",1,15,111.480755,30.749209,"ns/op",100
"kotlin_benchmarks.array.sum.Primitive128int.sum","avgt",1,15,2579142.306694,34014.210557,"ns/op",1000000
"kotlin_benchmarks.array.sum.Primitive32int.sum","avgt",1,15,19.755274,6.904514,"ns/op",100
"kotlin_benchmarks.array.sum.Primitive32int.sum","avgt",1,15,311935.357339,2550.260260,"ns/op",1000000
"kotlin_benchmarks.array.sum.Primitive64byte.sum","avgt",1,15,453.836610,6.049931,"ns/op",100
"kotlin_benchmarks.array.sum.Primitive64byte.sum","avgt",1,15,4994354.605993,33995.872816,"ns/op",1000000
"kotlin_benchmarks.array.sum.Primitive64int.sum","avgt",1,15,41.747708,0.240813,"ns/op",100
"kotlin_benchmarks.array.sum.Primitive64int.sum","avgt",1,15,627745.763957,8305.980337,"ns/op",1000000
"kotlin_benchmarks.array.sum.Primitive64long.sum0","avgt",1,15,16.951207,0.085748,"ns/op",100
"kotlin_benchmarks.array.sum.Primitive64long.sum0","avgt",1,15,311849.029498,2080.156303,"ns/op",1000000
"kotlin_benchmarks.array.sum.Primitive64long.sum1","avgt",1,15,16.929125,0.125816,"ns/op",100
"kotlin_benchmarks.array.sum.Primitive64long.sum1","avgt",1,15,311134.177381,1492.146866,"ns/op",1000000
"kotlin_benchmarks.callconv.Inline64byte.Q64byte_args1_targets0","avgt",1,15,0.197189,0.001192,"ns/op",
"kotlin_benchmarks.callconv.Inline64byte.Q64byte_args1_targets1","avgt",1,15,0.197331,0.001107,"ns/op",
"kotlin_benchmarks.callconv.Inline64byte.Q64byte_args1_targets2","avgt",1,15,0.350668,0.002444,"ns/op",
"kotlin_benchmarks.callconv.Inline64byte.Q64byte_args1_targets3","avgt",1,15,177.716481,4.402531,"ns/op",
"kotlin_benchmarks.callconv.Inline64byte.Q64byte_args2_targets0","avgt",1,15,0.352003,0.183731,"ns/op",
"kotlin_benchmarks.callconv.Inline64byte.Q64byte_args2_targets1","avgt",1,15,0.198933,0.000927,"ns/op",
"kotlin_benchmarks.callconv.Inline64byte.Q64byte_args2_targets2","avgt",1,15,0.350124,0.002154,"ns/op",
"kotlin_benchmarks.callconv.Inline64byte.Q64byte_args2_targets3","avgt",1,15,89.905515,2.658553,"ns/op",
"kotlin_benchmarks.callconv.Inline64byte.Q64byte_args4_targets0","avgt",1,15,0.201713,0.000364,"ns/op",
"kotlin_benchmarks.callconv.Inline64byte.Q64byte_args4_targets1","avgt",1,15,0.204600,0.002527,"ns/op",
"kotlin_benchmarks.callconv.Inline64byte.Q64byte_args4_targets2","avgt",1,15,0.353993,0.003632,"ns/op",
"kotlin_benchmarks.callconv.Inline64byte.Q64byte_args4_targets3","avgt",1,15,98.315230,0.990299,"ns/op",
"kotlin_benchmarks.callconv.Inline64byte.Q64byte_args8_targets0","avgt",1,15,0.209612,0.001507,"ns/op",
"kotlin_benchmarks.callconv.Inline64byte.Q64byte_args8_targets1","avgt",1,15,0.209106,0.001141,"ns/op",
"kotlin_benchmarks.callconv.Inline64byte.Q64byte_args8_targets2","avgt",1,15,0.536483,0.211839,"ns/op",
"kotlin_benchmarks.callconv.Inline64byte.Q64byte_args8_targets3","avgt",1,15,232.196878,46.738141,"ns/op",
"kotlin_benchmarks.callconv.Inline64int.Q64int_args1_targets0","avgt",1,15,0.197136,0.000757,"ns/op",
"kotlin_benchmarks.callconv.Inline64int.Q64int_args1_targets1","avgt",1,15,0.197743,0.002105,"ns/op",
"kotlin_benchmarks.callconv.Inline64int.Q64int_args1_targets2","avgt",1,15,0.347071,0.002408,"ns/op",
"kotlin_benchmarks.callconv.Inline64int.Q64int_args1_targets3","avgt",1,15,83.213907,0.509229,"ns/op",
"kotlin_benchmarks.callconv.Inline64int.Q64int_args2_targets0","avgt",1,15,0.199508,0.002064,"ns/op",
"kotlin_benchmarks.callconv.Inline64int.Q64int_args2_targets1","avgt",1,15,0.198595,0.000883,"ns/op",
"kotlin_benchmarks.callconv.Inline64int.Q64int_args2_targets2","avgt",1,15,0.347502,0.002384,"ns/op",
"kotlin_benchmarks.callconv.Inline64int.Q64int_args2_targets3","avgt",1,15,87.725681,1.369619,"ns/op",
"kotlin_benchmarks.callconv.Inline64int.Q64int_args4_targets0","avgt",1,15,0.201788,0.000563,"ns/op",
"kotlin_benchmarks.callconv.Inline64int.Q64int_args4_targets1","avgt",1,15,0.311284,0.115778,"ns/op",
"kotlin_benchmarks.callconv.Inline64int.Q64int_args4_targets2","avgt",1,15,0.603000,0.197915,"ns/op",
"kotlin_benchmarks.callconv.Inline64int.Q64int_args4_targets3","avgt",1,15,97.102657,1.257396,"ns/op",
"kotlin_benchmarks.callconv.Inline64int.Q64int_args8_targets0","avgt",1,15,0.208101,0.000697,"ns/op",
"kotlin_benchmarks.callconv.Inline64int.Q64int_args8_targets1","avgt",1,15,0.208213,0.000996,"ns/op",
"kotlin_benchmarks.callconv.Inline64int.Q64int_args8_targets2","avgt",1,15,0.349771,0.003554,"ns/op",
"kotlin_benchmarks.callconv.Inline64int.Q64int_args8_targets3","avgt",1,15,116.720463,0.700794,"ns/op",
"kotlin_benchmarks.callconv.Inline64long.Q64long_args1_targets0","avgt",1,15,0.196313,0.001595,"ns/op",
"kotlin_benchmarks.callconv.Inline64long.Q64long_args1_targets1","avgt",1,15,0.196186,0.002248,"ns/op",
